ID1,id,author,vachana,author_id
9374,1247,ಜಕ್ಕಣಯ್ಯ,"ಷಡುರುಚಿಪದಾರ್ಥಂಗಳ ಇಷ್ಟಲಿಂಗಕೆ ತೋರದೆ
ಬಾಯಿಗೆ ಬಂದಂತೆ ತಿಂಬ ನರಕಿಗಳ ಕಂಡು,
ನಮ್ಮ ಶಿವಶರಣರು ಮೆಚ್ಚುವರೇನಯ್ಯ ?
ಅಂತಪ್ಪ ನರಕಿ ಕೀಳರ ಎನಗೊಮ್ಮೆ ತೋರದಿರಯ್ಯ
ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
9375,112,ಅಂಬಿಗರ ಚೌಡಯ್ಯ,"ಕಾಷ*ದಲ್ಲಿ ನಿಂದಗ್ನಿಮಥನ
ಘಟವಾರಿಯಿಂದ ಅಡಗಿ ಸುಡುವುದು, ಅದರ ಭೇದ
ಇಂತಿ ಚತುಷ್ಟಯವನರಿದು ಕಂಡಲ್ಲಿ ಪ್ರಾಣಲಿಂಗಿಯೆಂದನಂಬಿಗ ಚೌಡಯ್ಯ.",
9376,266,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಇಹಪರವೆಂಬ ಇದ್ದೆಸೆಯನರಿತು ಇದ್ದೆಸೆಯಾದ
ಗುರುಚರವಿಡಿದು ಇಹಪರವೆಂದರಿಯ.
ಭಕ್ತನ ತನುವೆ ಶಿವನಿಪ್ಪಾಲಯವಾಗಿ
ಇಹಲೋಕವೆ ಪರಲೋಕ; ಪರಲೋಕವೆ ಇಹಲೋಕ
ನಿನ್ನ ಭಕ್ತಂಗೆ ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
9377,1469,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಉದಕದಿಂದ ಅಭಿಷೇಕಂಗೈವಡೆ,
ಒದವಿದವು ನೋಡಾ ನಿನ್ನುತ್ತಮಾಂಗದಲ್ಲಿ
ಅರುವತ್ತೆಂಟುಕೋಟಿ ನದಿಗಳು.
ಪುಷ್ಪವ ಧರಿಸುವಡೆ,
ಚಂದ್ರಕಲಾ ಪ್ರಕಾಶವುಂಟು ನೋಡಾ ಜಟಾಗ್ರದಲ್ಲಿ.
ನೀರಾಜನವೆತ್ತುವಡೆ ಸೂರ್ಯಚಂದ್ರಾಗ್ನಿನೇತ್ರ ನೋಡಾ.
ಸ್ತೋತ್ರವ ಮಾಡುವಡೆ,
ವೇದಂಗಳು ಹೊಗಳಿ ಹೊಗಳಿ ಮೂಗುವಟ್ಟವು ನೋಡಾ.
ನಿನ್ನ ಮುಂಭಾಗದಲ್ಲಿ ನಾಟ್ಯವನಾಡುವಡೆ,
ಅದುರಿದವು ನೋಡಾ ಅಜಾಂಡಂಗಳು ನಿನ್ನ ಪಾದಸ್ಪರ್ಶನಂದ.
ಚಾಮರವ ಬೀಸುವಡೆ,
ನೋಡಾ ಹನ್ನೊಂದು ಕೋಟಿ ರುದ್ರಕನ್ನಿಕೆಯರ ಕೈತಾಳಧ್ವನಿಯು.
ಚಂದನವ ಧರಿಸುವಡೆ,
ನೋಡಾ ಮಲಯಾಚಲನಿವಾಸಿ.
ವಸ್ತ್ರವ ಧರಿಸುವಡೆ,
ನೋಡಾ ವ್ಯಾಘ್ರಾಸುರ ಗಜಾಸುರ ಚರ್ಮವಾಸಿ.
ಭಸ್ಮವ ಧರಿಸುವಡೆ,
ನೋಡಾ ಕಾಮನಸುಟ್ಟ ಭಸ್ಮ ಅಂಗದಲ್ಲಿ.
ಅಕ್ಷತೆಯ ಧರಿಸುವಡೆ,
ನೋಡಾ ಅಜಾಂಡಂಗಳ ದಾಟಿದ ಮಸ್ತಕ.
ಅಂತಪ್ಪ ವಿಗ್ರಹವ ಪೂಜಿಸುವಡೆನ್ನಳವೆ?
ಶರಣನ ಮುಖದಿಂದ ಬಂದ ಪದಾರ್ಥವ ಕೈಕೊಂಡು
ಪೂಜಾ ಪ್ರೀತನಾಗಯ್ಯಾ, ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನ.",
9378,982,ಚೆನ್ನಬಸವಣ್ಣ,"ಆದಿಯಲ್ಲಿ ಬಂದುದಲ್ಲ, ನಾದಬಿಂದುವಿನಲ್ಲಿ ಆದುದಲ್ಲ.
ನಾದವನು ಕಳೆ ನುಂಗಿ, ಕಳೆಯ ನಾದವ ನುಂಗಿ,
ಹೊಳೆವ ಲಿಂಗ ನಿನಗೆಂತು ಸಾಧ್ಯವಾಯಿತ್ತು ಹೇಳಾ ?
ಅಪ್ಪಣೆಯಿಲ್ಲದ ಅಪ್ಪಣೆ ಸಲುವುದೆ ಜಂಗಮದೊಳಗೆ ?
ಇದು ಕಾರಣ- ಕೂಡಲಚೆನ್ನಸಂಗಮದೇವರಲ್ಲಿ
ಆದಿಸೋಂಕು ನಿನಗೆಂತು ಸಾಧ್ಯವಾಯಿತ್ತು ಹೇಳಾ ಪ್ರಭುವೆ !",
9379,82,ತೋಂಟದ ಸಿದ್ಧಲಿಂಗ ಶಿವಯೋಗಿಗಳು,"ವಸ್ತುವಿನ ಸ್ವರೂಪ ಹೇಳಿಹೆ ಕೇಳು,
ಹೊಳೆವುತ್ತಿದ್ದ ಕಾಲಾಗ್ನಿಯೋಪಾದಿಯ ಕಾಂತಿಯನುಳ್ಳುದು;
ಅನಂತಕೋಟಿ ಮಿಂಚುಗಳ ಪ್ರಭೆಯ ಪ್ರಕಾಶವನುಳ್ಳುದು;
ಅನಂತಕೋಟಿ ಸೋಮ ಸೂರ್ಯರ ಪ್ರಭೆಯ ಪ್ರಕಾಶವನುವುಳ್ಳದು;
ಮುತ್ತು ಮಾಣಿಕ್ಯ ನವರತ್ನದ ಕಿರಣಂಗಳ ಪ್ರಭೆಯ
ಪ್ರಕಾಶವನುಳ್ಳುದು;
ನಿನ್ನ ಪಿಂಡದ ಮಧ್ಯದಲ್ಲಿ ಉದಯವಾಗಿ ತೋರುವ
ಪಿಂಡಜ್ಞಾನದ ಮಹದರುಹೆ
ಪರಬ್ರಹ್ಮವೆಂದು ಅರಿಯಲು ಯೋಗ್ಯವೆಂದೆನಯ್ಯಾ
ಮಹಾಲಿಂಗಗುರು ಶಿವಸಿದ್ಧೇಶ್ವರ ಪ್ರಭುವೇ.",
9380,362,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಅರಿಯಬಲ್ಲ ಹಿರಿಯರೆಂದು
ನೋಡಿಕೊಡುವರಯ್ಯಾ ಅಜ್ಞಾನಿಗಳು.
ಲಿಂಗವಬಲ್ಲ ಸಂಗವಿರಹಿತರೆಂದು
ಮುಟ್ಟಿಕೊಡುವರಯ್ಯಾ ಅಂಗಹೀನರು.
ಜಂಗಮಾರ್ಪಿತವಬಲ್ಲ ಜಗದಾರಾಧ್ಯರೆಂದು
ಸವಿದುಕೊಡುವರಯ್ಯಾ ಜಿಹ್ವೆಲಂಪಟರು.
ಪ್ರಸಾದವಬಲ್ಲ ಪ್ರಸಾದಿಗಳೆಂದು
ಕೇಳಿಕೊಡುವರಯ್ಯಾ ಶಬ್ದಹೀನರು.
ಸಾವಧಾನಭಕ್ತಿಯ ವಾಸನೆಯ ಬಲ್ಲವರೆಂದು
ಸೇವಿಸಿಕೊಡುವರಯ್ಯಾ ಮೂಕೊರೆಯರು.
ಮಹಾತೃಪ್ತಿಯ ಬಲ್ಲ ಸದುಹೃದಯರೆಂದು
ಪರಿಣಾಮಿಸಿಕೊಡುವರಯ್ಯಾ ಅಂತಃಶೂನ್ಯರು.
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗದ ನಿಜವನರಿಯದೆ
ವಾಗ್ಭ್ರಹ್ಮವ ನುಡಿವರಯ್ಯಾ ಉಚ್ಛಿಷ್ಟಭುಂಜಕರು.",
9381,474,ಮಡಿವಾಳ ಮಾಚಿದೇವ,"ಅಯ್ಯಾ, ಸದಾಚಾರವೆಂದಡೆ ಗುರುಲಿಂಗಜಂಗಮದಾರ್ಚನೆ,
ಪಾದೋದಕ ಪ್ರಸಾದ ಸೇವನೆ, ಪಂಚಾಕ್ಷರ ಷಡಕ್ಷರ ಸ್ತೋತ್ರ,
ಚಿದ್ಘನ ಮಹಾಲಿಂಗಧ್ಯಾನ, ಪರದ್ರವ್ಯ ನಿರಸನ.
ಇಂತಿದು ನಿತ್ಯವೆಂದು ಸದ್ಗುರು ಮುಖದಿಂ ತಿಳಿದು,
ಭಿನ್ನವಿಲ್ಲದೆ ಆಚರಿಸುವದೆ ಆಚಾರವಲ್ಲದೆ
ಶುದ್ಧಶೈವರ ಹಾಂಗೆ ನಂದಿ ವೀರಭದ್ರ ಹಾವುಗೆ
ಗದ್ದುಗೆ ಕಂಥೆ ಕಮಂಡಲು ಲಿಂಗಂಗಳೆಂದು
ಇದಿರಿಟ್ಟು ಪೂಜಿಸುವವನ ಮನೆಯ ಪಾಕ,
ಮದ್ಯ ಮಾಂಸ ಕಾಣಾ ಕಲಿದೇವರದೇವ.",
9382,993,ಚೆನ್ನಬಸವಣ್ಣ,"ಆನೆಂಬುದಿಲ್ಲ, ನೀನೆಂಬುದಿಲ್ಲ,
ಸ್ವಯವೆಂಬುದಿಲ್ಲ, ಪರವೆಂಬುದಿಲ್ಲ,
ಅರಿವೆಂಬುದಿಲ್ಲ, ಮರವೆಂಬುದಿಲ್ಲ,
ಒಳಗೆಂಬುದಿಲ್ಲ, ಹೊರಗೆಂಬುದಿಲ್ಲ,
ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯನೆಂಬ ಶಬ್ದ ಮುನ್ನಿಲ್ಲ !",
9383,1202,ಮಾದಾರ ಧೂಳಯ್ಯ,"ಕಟ್ಟಿದೆ ಘಟದಟ್ಟೆಯ ಹೊಲಿದು,
ಇಕ್ಕಿದೆ ಚತುರ್ವಿಧದ ನಾಲ್ಕು ಗುಂಟವ ಬಲಿದು.
ಗುಂಟದ ದ್ವಾರದಲ್ಲಿ, ಉಭಯಸಂಚದ ಬಾರ ತೆಗೆದು,
ತೊಡಕು ಬಂಧವನಿಕ್ಕಿ,
ಅಡಿಯ ಬಿಡದಂತೆ, ಹಿಂದಣ ಮಡ
ಮುಂದಣ ಉಂಗುಷ*ಕ್ಕೆ ಒಂದನೊಂದು ಜಾರದಂತೆ ಬಂಧಿಸಿ,
ಸಕಲೇಂದ್ರಿಯವೆಂಬ ಉಭಯವ ಸಂಧಿಸಿ ಕುಣಿಕೆಯನಿಕ್ಕಿ,
ಕಾಮದ ಒಡಲ ಮಾದಿಗ ಬಂದೆ,
ಘಟ ತೋಕುಳು ತೊಗಲು ಹದಬಂದಿತ್ತು.
ಹೊತ್ತು ಹೋದಿಹಿತಣ್ಣಾ.
ಮೆಟ್ಟಡಿಯ ಕೊಂಡ ರೊಕ್ಕವ ಕೊಡಿ.
ಒಪ್ಪಿದರಿರಲಿ, ಒಪ್ಪದಿದ್ದಡೆ
ಮೂರು ಮುಖದಪ್ಪಗೆ ಕೊಟ್ಟೆಹೆ.
ತಪ್ಪಡಿಯ ಮೆಟ್ಟೆ ಹೋಗುತ್ತಿದ್ದೇನೆ,
ಚನ್ನಯ್ಯಪ್ರಿಯ ಧೂಳನ ಧೂಳಿಗೊಳಗಾಗಿ.",
9384,1720,ಏಲೇಶ್ವರ ಕೇತಯ್ಯ,"ಶುದ್ಧ ಸಿದ್ಧ ಪ್ರಸಿದ್ಧ ಪ್ರಸನ್ನಮಪ್ಪ ಪ್ರಸಾದಂಗಳನರಿವಲ್ಲಿ,
ಆಯತ ಸ್ವಾಯತ ಸನ್ನಿಹಿತ ಸಮಯೋಚಿತ ಪ್ರಸಾದವ ಕೊಂಬಲ್ಲಿ,
ಗುರುಭಕ್ತನಾದಲ್ಲಿ ಆ ವಿವರವ ತಿಳಿಯಬೇಕು,
ಲಿಂಗಭಕ್ತನಾದಲ್ಲಿ ಆ ಗುಣವನರಿಯಬೇಕು,
ಜಂಗಮಭಕ್ತನಾದಲ್ಲಿ ಆ ಉಭಯವ ವಿವರಿಸಲಿಲ್ಲ.
ಮಹಾಪ್ರಮಥರಲ್ಲಿ ಪ್ರಸನ್ನವಾಗಲಾಗಿ ಗುರುಲಿಂಗಜಂಗಮ ಮೂರೊಂದಾಯಿತು.
ಆ ತ್ರಿವಿಧಪ್ರಸಾದವನರಿತು ಗಣಪ್ರಸಾದವ ಕೊಂಬುದು,
ಆ ಗಣ ಸ್ವಸ್ಥವಾಗಿ ಮಹಾಪ್ರಸಾದವಾಯಿತ್ತು.
ಆ ಪ್ರಸಾದವ ಕೊಂಡು ಏಲೇಶ್ವರಲಿಂಗವು ಸರ್ವಶೀಲವಂತನಾದ.",
9385,422,ಸಕಳೇಶ ಮಾದರಸ,"ಚಂದ್ರೋದದಯದಲುಂಬ ಚಕೋರಗೋಗರವ ಹಾಕಿ,
ಬಸುರ ಬಡಿದುಕೊಂಡು ಉಣ್ಣದೆಂದಳುವರು ನೋಡಾ.
ಲೋಕದ ಚಿಂತೆಯನನಂತವನಾಡುವರಲ್ಲದೆ,
ತಮ್ಮ ಚಿಂತೆಯನಾಡುವರೊಪ್ಪಚ್ಚಿಯೂ ನೋಡಾ.
ಮಹಂತ ಸಕಳೇಶ್ವರದೇವಾ, ನಿಮ್ಮ ಶರಣರ
ನಿಲವಿಂಥಾದಯ್ಯಾ.",
9386,322,ಅಮುಗಿದೇವಯ್ಯ,"ಊಷ್ಮದೊರತೆಯಂತೆ, ಬಿಸಿಲ ನೆಳಲಿನಂತೆ,
ಬೆಟ್ಟದ ಶಬ್ದ, ಉರಿಯ ನೆಳಲು, ಮಂಜಿನ ಮಳೆಯಂತೆ ಸುಳಿವ,
ಸಿದ್ಧಸೋಮನಾಥಾ ನಿಮ್ಮ ಶರಣ.",
9387,1161,ಬಸವಣ್ಣ,"ಕೊಂಡುದಿಲ್ಲ ಕೊಟ್ಟುದಿಲ್ಲ, ಲಗ್ಗವಿಲ್ಲ ವಿಲಗ್ಗವಿಲ್ಲ,
ನಮಗೆ ನಿಮಗೆ ಸಂಬಂಧವಿಲ್ಲ,
ನಮಗೆ ನಿಮಗೆ ಭಾವಭೇದವಿಲ್ಲ,
ಕೂಡಲಸಂಗಮದೇವಾ, ಇರು, ಇರದೆ ಮಾಣು.",
9388,517,ಘಟ್ಟಿವಾಳಯ್ಯ,"ಲಿಂಗ ಜಂಗಮ, ಜಂಗಮ ಲಿಂಗವೆಂಬ ನಿಂದೆಯ ಮಾತು
ಇಂತು ನೋಡಾ!
ಅಂದಂದಿಗೆ ಬರು ಶಬ್ದವಯ್ಯಾ,
ಉಭಯಕುಳ ಲಿಂಗವಿಡಿದಾಡುವವರಿಗೆ
ಚಿಕ್ಕಯ್ಯಪ್ರಿಯ ಸಿದ್ಧಲಿಂಗ ಇಲ್ಲ ಇಲ್ಲ ಎಂದುದಾಗಿ.",
9389,270,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಅಯ್ಯಾ, ತನುವಿತ್ತು ಮಗನೆಂದು ಮಾಡುವೆನಲ್ಲದೆ
ಪ್ರಕೃತಿಗಿತ್ತೆನಾದರೆ ಕಷ್ಟದೊಳಗಿಕ್ಕು ದೇವ.
ಮನವಿತ್ತು ಮಗನೆಂದು ಮಾಡುವೆನಲ್ಲದೆ
ಪ್ರಕೃತಿಗಿತ್ತೆನಾದಡೆ ಕರ್ಮದೊಳಿಕ್ಕು ಲಿಂಗವೆ.
ಪ್ರಾಣವನಿತ್ತು ಮಗನೆಂದು ಮಾಡುವೆನಲ್ಲದೆ
ಪ್ರಕೃತಿಗಿತ್ತೆನಾದಡೆ ಮರಣದೊಳಿಕ್ಕು ಶಿವನೆ.
ಅಯ್ಯಾ, ಎನ್ನ ತನು ಮನ ಪ್ರಾಣವೇ ಗುರುಲಿಂಗಜಂಗಮ.
ಗುರುಲಿಂಗಜಂಗಮವೇ ಎನ್ನ ತನು ಮನ ಪ್ರಾಣ.
ಇದಕ್ಕೆ ನೀವೇ ಸಾಕ್ಷಿ ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗಾ.",
9390,614,ಅರಿವಿನ ಮಾರಿತಂದೆ,"ಎನಗೆ ಗುರುವಾಗಬೇಡ ಹೆಣ್ಣು ಹೊನ್ನು ಮಣ್ಣಿನ ಆಸೆ ಉಳ್ಳನ್ನಕ್ಕ,
ಎನಗೆ ಲಿಂಗವಾಗಬೇಡ ಶಕ್ತಿಸಂಪರ್ಕವುಳ್ಳನ್ನಕ್ಕ,
ಎನಗೆ ಜಂಗಮವಾಗಬೇಡ ಕಂಡಕಂಡವರ ಮಂದಿರದಲ್ಲಿ ಹೊಕ್ಕು
ಅಶನ ವಿಷಯಕ್ಕಾಗಿ ಹುಸಿವೇಷವ ತೊಟ್ಟು ಗಸಣಿಗೊಳಬೇಡ,
ಎಂದು ಹೇಳಿದ ಮಾತಿಗೆ ನೊಂದ ನೋವು,
ನಿಮ್ಮ ದೇವತ್ವದ ಹಾನಿ ಎನ್ನ ಸಜ್ಜನದ ಕೇಡು.
ಎನ್ನ ಹೊದ್ದಡೆ ಮಾಣೆ, ಇದ್ದುದ ಹೇಳಿದೆ, ನೊಂದಡೆ ನೋಯೆ,
ಸದಾಶಿವಮೂರ್ತಿಲಿಂಗವೆ ನಿನ್ನ ನಾ ಹಿಂಗದ ತೊಡಕು.",
9391,586,ಅಕ್ಕಮ್ಮ,"ಹೆಣ್ಣು ಹೊನ್ನು ಮಣ್ಣಿಗಾಗಿ ವ್ರತವೆಂಬ ನೇಮವ ಮಾಡಿಕೊಳ್ಳಬಹುದೆ ?
ಕೂಲಿಗೆ ಬಳಿನೀರ ಕುಡಿದಡೆ ಅದಾರ ಮುಟ್ಟುವುದು ?
ವಾಸಿಗೆ ಮೂಗನರಿದುಕೊಂಡಡೆ ನಾಚಿಕೆ ಯಾರಿಗೆಂಬುದನರಿದ ಮತ್ತೆ
ಇಂತಿವ ಹೇಸಿ ಶೀಲವಂತನಾಗಬೇಕು.
ಇಂತೀ ಗುಣಕ್ಕೆ ನಾಚಿ ನೇಮವ ಮಾಡಿಕೊಳ್ಳಬೇಕು.
ಇಂತೀ ವ್ರತದ ಆಗುಚೇಗೆಯನರಿದ ಮತ್ತೆ
ಇದಿರ ಬಯಕೆಯ ಬಿಟ್ಟು ತನ್ನ ತಾನರಿಯಬೇಕು ಆಚಾರವೆ ಪ್ರಾಣವಾದ
ರಾಮೇಶ್ವರಲಿಂಗದಲ್ಲಿ.",
9392,698,ಚೆನ್ನಬಸವಣ್ಣ,"ಲಿಂಗವಿಡಿದು ಲಿಂಗಮಾಹೇಶ್ವರನೆನಿಸಿಕೊಂಬುದಯ್ಯಾ,
ಲಿಂಗವಿಡಿದು ಲಿಂಗೈಕ್ಯನೆನಿಸಿಕೊಂಬುದಯ್ಯಾ,
ಲಿಂಗವಿಡಿದು ಲಿಂಗಪ್ರಾಣಿಯೆನಿಸಿಕೊಂಬುದಯ್ಯಾ.
ಅರಿವರತು ಕ್ರಿಯಾನುಭಾವವಿಡಿದು ಮೀರಿ
ಕೂಡಲಚೆನ್ನಸಂಗಯ್ಯನಲ್ಲಿ
ಲಿಂಗೈಕ್ಯನೆನಿಸಿಕೊಂಬುದಯ್ಯ",
9393,632,ದೇಶಿಕೇಂದ್ರ ಸಂಗನಬಸವಯ್ಯ,"ಕಾಯದ ಕತ್ತಲೆಯೊಳು ಬಿದ್ದು ಮಾಯದ ಮಲಿಕಿನಲ್ಲಿ ಶಿಲ್ಕಿ,
ಹೇಮದಾಸೆಯ ಹೆಚ್ಚಿ ಭೂಮಿಯ ರಚ್ಚಿಗೆ ಮಚ್ಚಿ,
ಬಾಲೆಯರ ಒಲುಮೆಗೆ ಬಿದ್ದು ಕಾಲಗತಿಯ ಕಳೆಯ ಬಂದವನಲ್ಲ ನೋಡಾ.
ತನ್ನಾದಿ ಮಧ್ಯ ಅವಸಾನವನರಿದು
ನಾದ ಬಿಂದು ಕಳೆಯಲ್ಲಿ ಸಾಧಿಸಿ ಕಂಡ ಸತಿಪತಿಭಾವವ
ಗುರುನಿರಂಜನ ಚನ್ನಬಸವಲಿಂಗ ನಿಮ್ಮ ಶರಣ.",
9394,1204,ಜಕ್ಕಣಯ್ಯ,"ಆರು ಮತಗಳಿಲ್ಲದೆ, ತನ್ನ ಮನವ ತಾನೇ ಶುದ್ಧ ಮಾಡಿ,
ಸ್ವಯಜ್ಞಾನದಲ್ಲಿ ನಿಂದು, ನಿರಾಕುಳಲಿಂಗವನಾಚರಿಸಿ
ನಿರ್ಭರಿತನಾಗಿರ್ದ ನೋಡಾ ಝೇಂಕಾರ ನಿಜಲಿಂಗಪ್ರಭುವೆ.",
9395,1593,ಸಿದ್ಧರಾಮೇಶ್ವರ,"ಮುಳ್ಳು ಮೂರರ ಮೇಲೆ ಕಳ್ಳ ಮೂರುತಿ ತಿರುಗುತ್ತಿಹ ನೋಡಾ.
ಒಳ್ಳೆ ಗುಣಗಳ್ಳರಿಗೆ ತನ್ನ ತಳ್ಳಿ ತೋರಿಸುವ ನೋಡಾ.
ಜಳ್ಳು ಜೀವಗಳ್ಳರಿಗೆ ಸಾಧ್ಯವದು ಎಳ್ಳಿನಿತಿಲ್ಲ ನೋಡಾ,
ಕಪಿಲಸಿದ್ಧಮಲ್ಲಿಕಾರ್ಜುನಾ.",
9396,996,ಮಡಿವಾಳಪ್ಪ / ಕಡಕೋಳ ಮಡಿವಾಳಪ್ಪ,"ಸದ್‍ಭಕ್ತನ ಸತ್ಕ್ರಿಯವೆ ಗುರುವೆನಿಸಿ,
ಮಂಗಳ ಅಂಗಪೀಠದ ಮುಹೂರ್ತಗೊಂಡ ಹರರೂಪವೇ ಲಿಂಗವೆನಿಸಿ,
ಲಿಂಗನ ಪೂಜಿಸುವ ಸದಾಚಾರವೇ ಜಂಗಮವೆನಿಸಿ,
ಪಾದ್ಯದಲ್ಲಿ ಪಾದೋದಕವಾಗಿ, ಜಿಹ್ವೆಯಲ್ಲಿ ಪ್ರಸಾದವಾಗಿ,
ಲಲಾಟದಲ್ಲಿ ವಿಭೂತಿಧಾರಣವಾಗಿ,
ಉರ, ಸಿರ, ಕಂಠದಲ್ಲಿ ಶಿವಾಕ್ಷಿಮಣಿಯೆನಿಸಿ,
ಶ್ರೋತ್ರದಲ್ಲಿ ಮಂತ್ರವಾಗಿ
ಇಂತು ಇವು ಬಾಹ್ಯ ಅಷ್ಟಾವರಣದ ಕ್ರಮವೆನಿಸಿತ್ತು.
ಇನ್ನು ಅಂತರಂಗದಿ ಆತ್ಮನ ಅರುವೆ ಗುರುವೆನಿಸಿತ್ತು.
ಪ್ರಾಣವೆ ಲಿಂಗವಾಗಿ ತೋರಿತ್ತು.
ಪರಿಪೂರ್ಣ ಪರವಸ್ತುವಿನ ಜ್ಞಾನವೆ ಜಂಗಮವೆನಿಸಿತ್ತು.
ಜಿಹ್ವಾಗ್ರವೇ ಪಾದೋದಕವಾಗಿ, ನಾಶಿಕವೆ ಪ್ರಸಾದವಾಗಿ,
ತ್ವಕ್ಕಿನಲ್ಲಿ ಶ್ರೀವಿಭೂತಿ, ನೇತ್ರದಲ್ಲಿ ಪರಾಕ್ಷಮಣಿ,
ಕರ್ಣದ್ವಾರದೊಳು ಮೊಳಗುವ ಮಂತ್ರದಿಂದೆ
ಕೂಡಿಕೊಂಡ ಈ ಪರಿಯೇ ಅಂತರಾತ್ಮಷ್ಟಾವರಣವೆನಿಸಿತು.
ನೀನೊಂದು ಇದ್ದು ಇಂತುಪರಿಯಲ್ಲಿ
ಪೂಜೆ ಪೂಜಕ ಪೂಜ್ಯನೆನಿಸಿ ಮೆರೆದಿಯಲ್ಲಾ
ನಿರುಪಮ ನಿರಾಳ ಮಹತ್ಪ್ರಭು ಮಹಾಂತಯೋಗಿ.",
9397,624,ಮಡಿವಾಳ ಮಾಚಿದೇವ,"ತ್ರಿವಿಧ ಮಧ್ಯದ ಶೇಷ, ತ್ರಿಕೂಟ [ಮಧ್ಯದ] ಬೆಳಸು,
ದೇವಮಧ್ಯದ ಪರಿಯಾಣ.
ನಿರ್ಭಾವ ಮಧ್ಯದ ಧಾನ್ಯವನೆ ತಂದು,
ರತ್ನಾಭರಣದ ಭಾಜನದಲ್ಲಿ ಇವನೆಲ್ಲವನು ಸಂಹರಿಸುವೆ.
ಹಿಂದೆ ನೋಡಿಯೂ ಆರುವ ಕಾಣೆ.
ಮುಂದೆ ನೋಡಿಯೂ ಆರುವ ಕಾಣೆ.
ಮಧ್ಯದಲ್ಲಿ ನೋಡುವೈಸಕ್ಕರ,
ನಾ ಮಾಡಿದ ಭಕ್ತಿಯ ಬೇಡಲೆಂದೊಬ್ಬ ಜಂಗಮ ಬಂದಡೆ,
ಕೊಟ್ಟು. ಆ ಭಕ್ತಿಯ ಶೇಷಪ್ರಸಾದದಿಂದ
ಶುದ್ಧನಾದೆ ಕಾಣಾ, ಕಲೀದೇವರದೇವಯ್ಯಾ.",
9398,261,ತೋಂಟದ ಸಿದ್ಧಲಿಂಗ ಶಿವಯೋಗಿಗಳು,"ಆದಿಯಲ್ಲಿ ನಾ ಹುಟ್ಟುವಂದೆನ್ನ ಒಡಹುಟ್ಟಿದರೈವರು ನೋಡ.
ಒಡಹುಟ್ಟಿದರೈವರೆನಗೆ ಒಡಲಾಗಿಪ್ಪರು ನೋಡಾ.
ಒಡಲನುರಿಗಿತ್ತು ಎನ್ನ ನಿಮಗಿತ್ತು
ನಿರ್ವಯಲಾದೆನು ಕಾಣಾ,
ಮಹಾಲಿಂಗಗುರು ಶಿವಸಿದ್ಧೇಶ್ವರ ಪ್ರಭುವೇ.",
9399,858,ಆದಯ್ಯ,"ಕಟ್ಟಣೆಯೊಳಗಣ ಕಾಂಸ್ಯಕದಂತೆ,
ಅಣಿಯೊಳಗಣ ಕೇಣದಂತೆ,
ಚಿನ್ನದೊಳಗಣ ಬಣ್ಣದಂತೆ,
ಪಟದೊಳಗಣ ತಂತುವಿನಂತೆ,
ಎನ್ನಲ್ಲಿ ಭಿನ್ನವಿಲ್ಲದಿದ್ದೆಯಲ್ಲಾ ಸೌರಾಷ್ಟ್ರ ಸೋಮೇಶ್ವರಾ.",
